No;Label;Tweet
126;Netral;Ijin kang    Rahmat Hidayat  sahabat sy sejak di SMA  Bdg. Dia lanjut Farmasi ITB ‘. Saat ini butuh dukungan penanganan. Dirawat di RS Cibabat  Cimahi. Masih risiko tinggi. Efek hipoksia dan Covid-. Mudahan IA ITB juga bisa bantu. Nuhun Cc:  
127;Netral;Imbauan Kapolres Depok terkait PPKM Darurat mengingat situasi Covid- yang meningkat ada aturan dari pemerintah untuk tetap dirumah. (Red) ElshintaWeekend https://t.co/eTtxRUjBr 
128;Netral;Saat ini Indonesia masih membutuhkan sejumlah rumah sakit darurat yg bisa disiapkan dlm waktu dekat. Terlebih  berbagai fasilitas kesehatan belakangan ini sdh penuh dlm menangani pasien virus corona. Salut untk Menag Gus Yaqut atas kepedulian ny 🙏  https://t.co/AnzFpBcMCD
129;Negatif;Keadaan Indonesia sgt berat hadapi pandemi covid- yg melanda dunia. Terlebih bnyk yg tdk patuh  tdk disiplin    mudah protes. Namun dg mengimani ayat ini  sy percaya Bangsa Indonesia bersama Presiden Jokowi insha Allah sanggup melewati cobaan berat keluar dr krisis. https://t.co/rRFSfohrv 
130;Netral;Indonesia tengah menunggu 'hibahan' vaksin COVID- dari sejumlah negara. Di antaranya  vaksin Moderna dari Amerika Serikat sebanyak  juta dosis. Kapan tiba? vaksinmoderna  https://t.co/hWTxLIvE 
131;Netral;Instalasi Gawat Darurat RS Jasa Kartini Tasikmalaya   Juli .  Covid- itu nyata  Lur. . https://t.co/yEDLFofF 
132;Netral;IOW PELAN PEMULIHAN NEGARA FASA   VAKSIN COVID-/PEMBUDAYAAN NORMA BAHARU PEJABAT PENERANGAN DAERAH DUNGUN  Parlimen : P. Dungun DUN : N. Rantau Abang Tarikh :  Julai  (Sabtu) Masa : . ptg - . ptg https://t.co/SknWDTUmZ 
133;Netral;IOW PELAN PEMULIHAN NEGARA FASA /VAKSIN COVID-/ TASK FORCE PEJABAT PENERANGAN DAERAH SETIU  Parlimen : P. Setiu DUN : N. Langkap Tarikh :  Julai  (Sabtu)  Masa : . ptg – . ptg  MenangBersama LindungDiriLindungSemua JabatanPenerangan japentrg https://t.co/WfAkQcIXj 
134;Netral;Sebagai Tempat Isolasi Mandiri COVID-  Pemerintah Targetkan Rusun Pasar Rumput Beroperasi Satu Minggu Ke Depan - https://t.co/pKibsfvf https://t.co/EUChKPN 
135;Positif;Ivermectin digunakan sebagai obat untuk terapi Covid-. Obat ivermectin yg diproduksi PT Indofarma tlah mendapatkan izin edar dari BPOM.  Moeldoko membantu mendistribusikan ribuan obat Ivermectin untuk Kota Singkawang. MoeldokoMilikiHakHukum https://t.co/TNdusLqZf 
136;Netral;Berikut adalah jadwal bagian pelayanan Kalurahan Wukirsari di masa PPKM Mikro Darurat Covid- yang berlangsung dari  Juli -  Juli .  Senin - Kamis : . - . Jumat : . - .  lawancovid wukisarisejahtera wukirsarimendunia https://t.co/mtEuzKZPx 
137;Netral;Menjaga kesehatan dengan olahraga  jalan kaki  murah meriah. Tetap bermasker dengan prokes. Covid  itu nyata dan tidak pandang siapapun. 
138;Positif;Jakarta Memanggil!. Dari  : Pemerintah Provinsi DKI Jakarta membuka peluang untuk menjadi Tenaga Profesional Kesehatan Pengendalian COVID- di Lingkungan Dinas Kesehatan Provinsi DKI Jakarta.Yuk segera daftar dan menjadi bagian dalam Pengendalian Covid- di Jakarta! https://t.co/hcdFZYTWdI 
139;Negatif;Katanya ini jalan Margonda..  Kok ngeyelnya kayak yang mudik kemarin ya?!  Tahukan efeknya jadi meledak kasus Covid ?!  Menunggu ketegasan  ganti sementara kepala daerah yang tidak becus!! https://t.co/FOZffGMZ 
140;Negatif;Jam . terbangun dan merenung kehilangan banyak teman-teman baik karena covid  ini. Jam . ternyata kehilangan kembali sahabat yang baik Jane Salimar  selamat jalan dan semoga berada ditempat terbaik di sisi Allah SWT. 
141;Netral;Jam malam diberlakukan di Kabupaten Sidoarjo. Satgas COVID- Sidoarjo melakukan penyekatan di beberapa titik menuju kota. https://t.co/WYehODfN 
142;Netral;Menjamin keandalan pasokan listrik  PLN Grup Jawa Timur siagakan  personel untuk suplai Rumah Sakit Rujukan Covid- dan Produsen Oksigen di Jawa Timur.  personel berasal dari PLN UID Jawa Timur  PLN UIT JBM  PLN UPB Jawa Timur  dan PT PJB. https://t.co/jPdBXjVeZ 
143;Positif; JanganOGEB  Justru seperti ini penyebaran virus Covid- semakin cepat..  Tenang... Jangan gegabah kalaupun susu beruang abis  kita bisa kok cari yang lain Ditempatku susu beruang sama c dah mulai langka  harga vitamin c sudah mulai naik. Stay safe semua  jaga kesehatan 
144;Negatif;Aku Sendirian : Jerit Tangis Masyarakat Indonesia Meminta Pertolongan Medis  Saat Tindakan Darurat COVID- Dimulai https://t.co/MqbRFCka 
145;Negatif;Kalau JIExpo msh saja blm cukup untuk menampung pasien C sebaiknya Gedung DPR-MPR dipakai krn slm ini kurang berfungsi bagi Masyarakat --- https://t.co/LzdOwXOHSi 
146;Negatif;JOKOWI sering buat KERUMUNAN dimana mana DI NTT bahkan  kali   Tpi dia masih segar bugar tidak ada berita tidak pernah dengar DIA terkena covid    SAKTI juga ya DIA 😂 Harusnya JOKOWI kasih RESEP gimana caranya bisa BERKERUMUN tanpa terkena UU PROKES dan terkena COVID   😂🤣 
147;Negatif;Jokowi pontang - panting urus Covid   Ma'ruf Amin kemana???  Lah.....Saya sendiri sampai lupa kalau punya wapres🤦🤦  https://t.co/ZHxwERlIn 
148;Netral;Jom ketahui berkenaan PEMULIH di Buletin Kita Ok! Bil. /Julai :  https://t.co/SCydeKJ  Tajuk menarik kali ini: . PEMULIH  . Bagaimana nak ‘survive’ perniagaan musim COVID- . Ramalan prestasi perniagaan dan macam-macam lagi! https://t.co/aVBFwhj  
149;Netral;Pada  Julai : Jumlah kes COVID- yang dilaporkan adalah   kes  Pecahan setiap negeri: Selangor :   kes WPKL :  kes Johor :  kes Sabah :  kes Sarawak :  kes Negeri Sembilan :  kes Pulau Pinang :  kes https://t.co/lOWYRxxmQI 
150;Netral;Lebih . juta dos vaksin COVID- diberikan setakat semalam https://t.co/zEZsTxKyL https://t.co/nePDIupA 
151;Negatif;Kabar duka kembali datang di tengah lonjakan kasus Covid-. Ketua Bidang Maritim DPP Partai Nasdem Emmy Hafild meninggal dunia  pada Sabtu (//) malam. EmmyHafid https://t.co/cYPBpA
152;Negatif;Kabar menyedihkan hari ini  kawan gue Oki Irawan  Dosen sekaligus Kaprodi FEB Uhamka (paling kanan di samping gue) hari ini wafat karena Covid-. Mohon doanya untuk beliau ya. Ini orang baik banget soalnya. Foto beberapa tahun lalu dgn Bang Wildan UMJ  Bang Sandris dan Bang Oki. https://t.co/YhtrOgtn 
153;Positif;Kabar Baik!!  Penelitian terbaru menyatakan bahwa: - Air purifier portable HEPA filter menurunkan risiko paparan aerosol simulasi Covid- indoor hingga % -Kombinasi masker + HEPA filter menurunkan risiko hingga %  Air purifier HEPA filter + masker di ruang tertutup works! https://t.co/dUDXpSaAt 
154;Negatif;Kabur dari RSUD Wonosari Gunung Kidul  Pasien Covid- Ditemukan Meninggal di Selokan: Kasat reskrim Polres Gunungkidul  AKP Ryan Permana membenarkan telah ditemukan jenazah di selokan depan Ruang IGD RSUD Wonosari sedalam empat meter. Polisi yang datang… https://t.co/sxBGifOJBB 
155;Netral;Kadar kebolehjangkitan Covid- atau Ro/Rt pada jangkaan mengikut kes seharian pada  hb Julai  untuk seluruh negara adalah .. Manakala pecahan mengikut negeri adalah seperti di lampiran. https://t.co/WaclsVEFp 
156;Netral;KAI Sediakan Vaksinasi Covid- Gratis di Stasiun https://t.co/DvYTZkFiEz  KAI menyediakan layanan vaksinasi Covid- di stasiun bagi pelanggan KA Jarak Jauh secara gratis mulai  Juli  di berbagai stasiun. https://t.co/diXOXjR 
157;Negatif;Baru kali ini terjadi kematian di luar fasilitas kesehatan atau saat isolasi mandiri 😰🥀  Ini rilis kami  tercatat sedikitnya  orang meninggal dunia saat isolasi mandiri. Sedemikian lemahnya jaminan keselamatan rakyat Indonesia.  https://t.co/SREkQUZDRo 
158;Netral;Kapolresta Mojokerto AKBP Rofiq Ripto Himawan memantau langsung pelaksanaan vaksinasi Covid-.   https://t.co/vNMimvRRT     berita news terkini Jatim PPKMDarurat VaksinasiCovid 
159;Negatif;Kaum Bedebah mulai menebar Fitnah‼️ Gitu Picik  Kerdilnya otak anda.❓❓ Kaum Intelektuak model Apa anda ini  Hilang sdh akal sehatmu🐷🐷🐷  Heboh Video Ichsanuddin Noorsy Sebut Yahudi Dikte Islam dengan Covid-  Ferdinand Harap Tidak Kena https://t.co/clyASeqpUt 
160;Netral;Kawan Kabinet  dengan lonjakan kasus COVID- yang meningkat  jika kita terkonfirmasi positif COVID- dan tidak bergejala atau bergejala ringan  kita bisa isolasi mandiri atau karantina di rumah.  Simak ketentuannya  yuk!  GrafiKabinet https://t.co/uWPZPgIr 
161;Negatif;Kayaknya yang dikritisi itu soal ketimpangan. Yang miskin semakin rentan di masa pandemi. Kuli konstruksi yang  persen tetep kerja selama PPKM itu contohnya  kalau terpapar Covid- cuma bisa mengakses fasilitas pemerintah yang sekarang penuh. Gak punya opsi bayar hotel mahal. https://t.co/XcPfEvIh 
162;Netral;Kegaiatan Bhabinkamtibmas Melaksanakan  Problem Solving  Sosialisasi Adaptasi Kebiasaan Baru (AKB) guna memutus penyebaran Virus Corona Covid -  sesuai dengan Protokol Kesehatan https://t.co/zlNXBgddy 
163;Positif;😭😭😭😭 jadi keingetan tahun lalu pas abi lagi lawan covid- beserta penyakit bawaannya  alhamdulillah gasampe dikasih perawatan intensive  tiap hari-- https://t.co/WTeZfryBG 
164;Negatif;Kelompok pemerhati perkembangan COVID- di Indonesia  LaporCovid-  menyebut faskes di Indonesia kolaps menghadapi pandemi. Kemenkes membantah hal tersebut. https://t.co/skhQVfKyL 
165;Negatif;Hari ke  Saya sekeluarga terpapar covid . Harus waspada dengan virus wuhan ini  apalagi mutasi delta india. Penularan sangat cepat dan jika tidak tertangani dengan baik mengancam jiwa kita. RS penuh  harga obat melambung tinggi  tabung oksigen langka  dan rakyat menjerit. 
166;Negatif;Rasanya kena batalkan dulu hasrat keluar PN... Awal lagi... Bertahan dulu untuk sekejap lagi sampai Covid- ni dapat dikawal.... Kalau keluar sekarang.. Parti akan pecah belah.. Dan kalau terpaksa buat PRU pun rakyat akan salahkan UMNO 
167;Negatif;Tiap hari  ada saja kenalan minta bantuan utk dpt ruangan isolasi RS  ICU  oksigen dan ambulan. Tiap hari  dpt kabar kenalan meninggal krn Covid-. Mau yg pro pemerintah  oposisi  TNI  Polri  ASN  swasta  dll mulai cari selamat sendiri. Semoga Tuhan melindungi rakyat negeri ini 
168;Positif;Meski tidak saling kenal/follow  tapi  saja retweet dari teman teman tiap kali melihat postingan orang lain yg membutukan informasi bantuan supply Covid  atau tweet jualan barang/jasa  itu akan sangat berarti buat mereka  atau bahkan kita yg akan membutuhkan bantuan itu nanti.
169;Negatif;Tak Terkendali  Hari Pertama PPKM Darurat COVID- DIY Meledak Tambah . Kasus   Sindonews BukanBeritaBiasa .https://t.co/OJxLKkaL 
170;Negatif;kerajaangagal — Muhyiddin telah mengabaikan kadar kematian akibat Covid- yang tinggi di Malaysia   perlu segera menumpukan usaha pasukannya ke atas perkara ini kerana   kematian dalam bulan Jun sahaja adalah satu tahap yang tidak boleh diterima https://t.co/hnIsEnUJY https://t.co/ajHionih 
171;Netral;Lebih  kes positif direkodkan di Mentari Court  PJ  Selangor yg dikenakan PKPD bermula hari ini  Jumlah tidak termasuk penduduk mula disaring esok  Terdapat   penghuni di Pangsapuri ini.  Kesemua mereka juga akan diberi vaksin COVID- termasuk warga asing-Pegawai Daerah https://t.co/luLccocX 
172;Netral;Ketua DPRD Subang H. Narca Sukanda S.Sos mendampingi Bupati Subang Haji Ruhimat( Kang Jimat ) beserta seluruh undangan dari jajaran Satgas Covid- Subang dan unsur Forum Komunikasi Pimpinan Daerah ( FORKOPIMDA ) yang dihadiri pula oleh pasukan dari unsur TNI dan POLRI. https://t.co/ieQUNxlzh 
173;Positif;Ketua PBNU menyatakan mendukung PPKM Darurat sebagai upaya menekan jumlah kasus Covid-  sekaligus memberi perlindungan kepada masyarakat.  PPKM Langkah Tepat 
174;Netral;Ketua umum Pengurus Besar Ikatan Dokter Indonesia  Daeng Faqih menilai  tak masalah jika para dokter saat ini merekomendasikan obat Ivermectin sebagai terapi penyembuhan Covid-. Menurutnya  hal itu merupakan bagian dari ikhtiar.   PPKM Langkah Tepat https://t.co/eunweI 
175;Netral;Khofifah juga sampai menjelaskan  bahwa berdasarkan data yang ada kasus Covid- di Jatim mengalami peningkatan yang signifikan loh! 
176;Negatif;Meskipun demikian  menurut Khofifah si  dalam mengatasi lonjakan kasus Covid- ini menangani hilirnya saja tidak akan pernah cukup loh! 
177;Negatif;KKM sendiri akui % kluster di Selangor adalah berpunca dari kilang.  Macam mana pulak Azmin kata kilang bukan punca utama kes Covid- tinggi? https://t.co/OZPuiLyd 
178;Positif;⏩ Dan klien yg ambil A-Life Legasi pd bulan ini  akan dapat manfaat Free Covid- Diagnosis Cover Even for Home Quarantine (dan juga C Komplikasi Vaksin) 🤗🤗  Jommmss dapatkan  hibah  keluarga. Wassap sekarang💪🏻💪🏻  https://t.co/TaALTaMbdu 
179;Netral;Ada Klinik Vaksinasi Covid- di Masjid-masjid Inggris   Persatuan Dokter Muslim Inggris telah mendirikan klinik-klinik vaksinasi di masjid-masjid  bahkan ada pula klinik vaksinasi khusus perempuan.  https://t.co/NdkyJpDM 
180;Positif;Klo anda punya uang utk beli hewan qurban tapi tetangga/teman anda sangat mebutuhkan bantuan krn terdampak Covid-  mana yg didahulukam apakah berqurban atau bersadekah?   .  Saya pilih sadekah  Qurbannya tahun depan aja. Krn sadekah itu utk menyelesaikan masalah orang lain ? 
181;Netral;Konfirmasi Covid- di Labusel Sudah  Kasus https://t.co/oLsjjVJX 
182;Negatif;Sudah banyak korban termasuk korban meninggal  ini bukan saatnya kita berkonspirasi teori tentang apa itu Covid- ya 
183;Netral;KPU terbitkan E-Book Evaluasi Pembentukan Badan Adhoc Penyelenggara Pemilihan pada Masa Pandemi Covid . Selengkapnya klik disini   https://t.co/zsbqOXVIg KPUmelayani https://t.co/PjVLJbtko 
184;Netral;Masa Kritis Pandemi Covid- Diprediksi Terjadi hingga September https://t.co/nJiHRZZCY 
185;Positif;Krn Arab meniadakan ibadah haji utk warga luar  asrama haji digunakan utk RS darurat covid.   Respect utk Menag yg cepat tanggap.  Semoga membantu yg sednag perlu. Yg sehat  tetap disiplin prokes M ya   https://t.co/uZydNdUml 
186;Positif;   Kuncinya adalah mengonsumsi makanan sehat dan BERGIZI secara SEIMBANG dan BERAGAM untuk mendukung fungsi kekebalan tubuh yang optimal. Kenapa? Karena tidak ada satu jenis makanan pun yang dapat menghindarkan kita dari terpapar COVID- (The British Nutrition Foundation). 
187;Netral;Pada pelaksanaan PPKM Darurat ini  Wali Kota Kediri bersama Forkopimda Kota Kediri mengajak seluruh masyarakat untuk bekerjasama dalam menerapkannya.  https://t.co/oauDrpom     berita news terkini Jatim PPKMDarurat 
188;Negatif;Langgar PPKM Darurat   Warga Diajak Tour of Duty ke Makam COVID--Liponsos - detikNews https://t.co/SKfCSAQ https://t.co/onpKjbooN 
189;Netral;Tak Mau Terlantarkan Pasien Covid-  Anies Ubah JIExpo Jadi Tempat Isolasi https://t.co/tFAsXOqk 
190;Netral;Tak Mau Terlantarkan Pasien Covid-  Anies Ubah JIExpo Jadi Tempat Isolasi  Barakallah Pak Anies dan Pemprov   https://t.co/gvHdjmck 
191;Negatif;Meledak  Kasus Positif Covid- DIY Tambah . dalam Sehari https://t.co/xzCZbLo beritajogja jogja jogjaistimewa https://t.co/jUoomBc 
192;Netral;LIVE TALKSHOW – Covid  Merebak Lagi | Radio Muslim Jogja https://t.co/QBKTKrBrw https://t.co/KxoEbSp 
193;Netral;“Melonjaknya kasus Covid- berpengaruh signifikan terhadap permintaan oksigen untuk suplai Rumah Sakit Rujukan Covid-  oleh karena itu peran penting PLN disini sangat dibutuhkan demi kelancaran https://t.co/EWxHzjeeP 
194;Negatif;Lonjakan wabah virus Corona mengejutkan negara. Pasalnya mampu mencetak rekor tertinggi kasus baru COVID- sepanjang sejarah pandemi dalam negeri. Keganasan ini langsung mematikan  sektor penting  kesehatan dan ekonomi. Bagaimanakah Kepemimpinan dalam Islam mengatasi hal ini? https://t.co/oSqAYLeL 
195;Negatif;Lonjakan wabah virus Corona mengejutkan negara. Pasalnya mampu mencetak rekor tertinggi kasus baru COVID- sepanjang sejarah pandemi dalam negeri. Keganasan ini langsung mematikan  sektor penting  kesehatan dan ekonomi. Simak  di channel MMC! https://t.co/dsInVPgODz https://t.co/tkcmYOpu 
196;Negatif;Lonjakan wabah virus Corona mengejutkan negara. Pasalnya mampu mencetak rekor tertinggi kasus baru COVID- sepanjang sejarah pandemi dalam negeri. Keganasan ini langsung mematikan  sektor penting  kesehatan dan ekonomi.Simak selengkapnya di channel MMC! https://t.co/OIunVOIg https://t.co/XtAAwAuSI 
197;Netral;Kasus Melonjak   Wilayah Jakarta Zona Merah Covid- - CNN Indonesia: Kasus Melonjak   Wilayah Jakarta Zona Merah Covid-  CNN Indonesia https://t.co/rXlGgrGxb 
198;Negatif;Luhut Binsar Pandjaitan mewanti-wanti semua pihak agar tidak mencari untung di masa PPKM darurat. PPKMdarurat  https://t.co/ibDtozlv 
199;Negatif;Luhut: Jangan Coba-coba Naikkan Harga Obat COVID-  Anda Akan Menyesal! https://t.co/GWDlxSYTPU 
200;Netral;M'sia tercorot dalam indeks kemampuan untuk kembali normal lepas Covid- https://t.co/MgobEa 
201;Positif;https://t.co/TqQOkFvir  Makasih Gus Men   yg cepet tanggap. Ga kepikiran drmn dana pengadaan sapras dan alkesnya... yg pasti  yakin bkn dr minta ke kedubes kek wan proposal deh...🤭 
202;Netral;Mamat ni lagi!   Apa perbezaan antara Pelan Pemulihan  oleh Mahiaddin dan Rencana Memimpin Negara Pasca COVID-    Melonjak Semula Ekonomi Negara oleh Anwar?   Dlm rencana Anwar  secara tuntas memberi fokus kpd    -Kesihatan -Isi Rumah -Industri -Pekerjaan -Pendidikan https://t.co/ETWzVwIwn 
203;Netral;Mari putus rantai penyebaran Covid- dengan cara tetap memakai masker  mencuci tangan dengan sabun/hand sanitizer  menjaga jarak  menjauhi kerumunan serta mengurangi mobilitas.   wukirsarisejahtera wukirsarimendunia lawancovid 
204;Negatif;Masyarakat kita tidak sabar  tidak mau antri. Terjadi kerumunan dan berdesakan berebut ingin divaksin covid  dengan cara melanggar Prokes ? 
205;Netral;Maturnuwun Kiai. Mari kita sama-sama saling berusaha agar tdk ada lagi saudara kita yg jadi korban Covid . Mari saling eling lan ngelingke di pelaksanaan PPKM ini. https://t.co/lGRpSRWmcT 
206;Netral;Tiap menit  kita baca/dengar berita wafat atau terpapar Covid-. Mari kita perketat prokes  vaksin     doa.  Ini  doa anti-wabah/pagebluk: https://t.co/lkUDPv  Ini doa agar sembuh sakit dari Rasulullah: https://t.co/ymANMrL  Di Ma-ZiWiD  kami juga baca Hizib Nawawi.🤲🙏 
207;Positif;Menteri Penyelaras Program COVID- Kebangsaan (PICK)  Khairy Jamaluddin berkata  dianggarkan lebih sejuta penerima yang terlibat dalam program sukarela AstraZeneca COVID- akan menerima janji temu dalam masa terdekat.  KomunikasiKita JabatanPenerangan https://t.co/ADomRTpZJQ 
208;Positif; Semoga ini jalan yang tepat Mengurangi banyak nya kasus Covid  ini 
209;Positif;Semoga Pandemi Covid- sgr  berlalu dari bumi  Indonesia *DoaDariDesaUntukIndonesia*             https://t.co/CdYsiuvB 
210;Positif; Semoga melalui PPKM Darurat bisa mengurangi penyebaran Covid- 
211;Positif;Semoga PPKMnya berhasil menekan laju penularan CoVid- varian apapun. 
212;Negatif;Mohon maaf untuk sementara semua destinasi wisata di DIY terpaksa ditutup karena naiknya kasus Covid- serta pemberlakuan PPKM Darurat. . Semoga kasus Covid- di DIY segera turun dan kita semua dapat kembali beraktivitas dengan tetap menerapkan protokol kesehatan ketat. https://t.co/ZODHwwBR 
213;Negatif;Mohon maap nih Sardjito kehabisan oksigen dari kemarin malam. Lah kok masyarakatnya pada adem ayem ya 🤨  Ini akunya udah takut banget  karena di grup Aspen pada cerita kalau beberapa RS udah mulai mempertimbangkan DNR buat pasien COVID-. Ya Allah 😭 
214;Negatif;permohonan vaksinasi golongan tersebut  kata Menteri Penyelaras Program Imunisasi Covid- Kebangsaan (PICK)  Khairy Jamaluddin Abu Bakar.  MenangBersama LindungDiriLindungSemua KomunikasiKita JabatanPenerangan 
215;Netral; Mereka nak pergi disana...untuk tambah anaklah..kalau buat sana benin tu cantik tak ada COVID . Puki kena jaga sebab nanti Nazri dah tak ada apa macam.. 
216;Positif;NAKES adalah GARDA TERDEPAN pejuang penanggulangan COVID- Jangan MENYERAH teruslah berjuang demi rakyat banyak. https://t.co/KIelCRaR 
217;Netral;Negara yang paling terkesan di Asia Tenggara dan keempat jumlah populasi di dunia itu melaporkan   kes jangkitan baharu  pada Sabtu.  AWANInews AWANIpagi HapusCOVID  https://t.co/OwwnyRN 
218;Netral; Katanya baru negatif Covid- kan ya😝 
219;Netral;Sebelum ni tengok ejen lain yang share proposal takaful client dorang kena postpone sebab client pernah positive covid-. Hari ni benda yang sama jadi dekat client cikman pulak 😢  Client cikman ni sihat walafiat je and tak pernah ada sejarah penyakit. https://t.co/fPDGXlrEP 
220;Netral;Nilai tersebut meningkat selama lebih tujuh hari berturut-turut sejak  Jun lalu.  AWANInews AWANIpagi HapusCOVID  https://t.co/LVVRKjjN 
221;Negatif;Oksigen di RSUP Sardjito Yogya Menipis   Pasien Covid- Dikabarkan Meninggal https://t.co/HemVLkEaJB TempoNasional 
222;Positif;Orang Indonesia ramah  sopan dan santun. Buktinya belum ada yg berburu pejabat yg sejak awal anggap Covid- sekedar Goyang Ubur-ubur dan NKRI nggak mempan Covid- karena iklim tropis  jamu  kalung eucalyptus dan doa pemuka agama!!! 
223;Negatif;    Sudah saatnya orang jakarta pergi jalan ke sumatera barat makan dan jalan tanpa masker biar mereka merasakan ledakan covid  disana. Kan kata orang belum berasa sebelum merasakan. 
224;Negatif;Orang rumah pada aware sama COVID- kecuali bapak  emang pala batu bapakku padahal punya diabet☹️ https://t.co/DtZzLk 
225;Negatif;Hari ini   orang sahabat dikabarkan meninggal stlh berjuang melawan keganasan Covid-. Terlambat penanganan medis akibat keterbatasan ruang ICU. Rahmat Hidayat  alumni SMA  Bdg '/Farmasi ITB '. Dan Jane Shalimar  pengurus DPP  /selebriti. Sangat berduka 
226;Netral;Orang yang sudah mendapat vaksin Covid- memang masih bisa tertular penyakit ini  tetapi jumlah virusnya (viral load) rendah - Lifestyle https://t.co/eyztunwt 
227;Positif;Orang-orang yg punya kesempatan buat vaksin covid- dan memenuhi syarat mending buruan vaksin covid- 👍🏼 
228;Positif;Pademi Belom berakhir..  Mari bersama sama kita lawan penyebaran Virus Covid  dengan mematuhi protokol kesehatan.  cucitanganpakaisabun  pakaimaskermu😷😷😷  jagajarak https://t.co/asDqxKhq 
229;Positif;Pagi yang cerah bersama meriahnya covid 😂😂😂😂😂😂 
230;Positif;Pagi Mari kita kembali Saling berbagi Berkat    Kasih Tuhan Yang telah  sedang    akan kita terima Kepada sesama umat manusia Dan Juga Ciptaan Nya Tanpa memandang adanya suatu perbedaan Maupun suatu perselisihan Salam semangat  sehat sehat selalu    tetap patuhi protokoler covid- 
231;Netral; Pagi sahabat  saat ini Protokol Kesehatan Perjalanan Internasional Pada Masa Pandemi Covid- sesuai Surat Edaran Nomor  Tahun  dari Satuan Tugas Penanganan Covid-. Informasi selengkapnya  silahkan akses melalui link : https://t.co/GsInsSLyip . () 
232;Netral;Pahalamu akan dicatat sesuai kebiasaanmu...  “Apabila seorang hamba sakit atau bepergian dicatat (amalannya) seperti apa yang dikerjakannya ketika dia bermukim dan sehat”(HR Bukhari)  Wabah COVID- termasuk uzur syar’i boleh tidak sholat jama’ah dan Jum’at (Fatwa Lajnah Da’imah) 
233;Netral;Memakai masker melindungi kita dari penularan virus Covid  . Tetap pakai maskermu! ElshintaProkes   Update informasi mu dengarkan streaming Elshinta &gt &gt https://t.co/leiUXCVav https://t.co/GkjjVAwmZ 
234;Netral;Di tengah pandemi COVID-  beberapa obat jadi buruan hingga harganya melonjak gila-gilaan. Kemenkes RI menetapkan harga eceran tertinggi (HET) untuk  obat. https://t.co/srmwjjPecX 
235;Netral;Pandemi covid- berakhir who? https://t.co/MgXlLVXLYs 
236;Netral;Panduan ini dianjurkan oleh dr Erlina Burhan  Ketua Perhimpunan Dokter Paru Indonesia (PDPI) yang juga menjadi Juru Bicara Penanganan Covid- IDI. https://t.co/mHExvxsyF 
237;Netral;Panduan ini dianjurkan oleh dr Erlina Burhan  Ketua Perhimpunan Dokter Paru Indonesia (PDPI) yang juga menjadi Juru Bicara Penanganan Covid- IDI. https://t.co/qSCIYCws  BeritaSonora via 
238;Negatif;Daripada panic buying sama susu kaleng yg ndak jelas khasiatnya dalam mencegah infeksi COVID-  mending buruan vaksin yg udah jelas khasiatnya dalam mencegah infeksi COVID- yukvaksin 
239;Netral;Jangan Panik! Ini  Latihan Pernapasan Pasien Covid-  Cocok untuk di Rumah Sakit atau Isoman https://t.co/njoSbbc https://t.co/dvHHQUjlt 
240;Netral;Pasien Membeludak  Sleman Buka Rumah Sakit Darurat Covid- di Maguwoharjo https://t.co/IpkuTuTP beritajogja jogja jogjaistimewa https://t.co/dgrYgexLD 
241;Netral;Patroli gabungan Polsek Bendosari bersama Koramil dan Trantib  sambangi obyek vital dan pemukiman warga serta sampaikan imbauan protokol Kesehatan cegah penyebaran Covid-. [//] . . kamtibmaskondusif  bersamacegahcovid  patuhiprotokolkesehatan  AyoTaatiPPKM https://t.co/OJahyLgmR 
242;Positif;Patuh Pada Ketua Adat  Kasus Covid- di Masyarakat Baduy Nol Persen https://t.co/OSbFEtGc https://t.co/KFfWmuU 
243;Netral;Dua pekan tidak cek situs ini  ternyata sudah ada  varian baru Covid- dan jumlahnya  kasus di Indonesia. Rinciannya:  -Alpa (B...) :  -Beta (B..) :  -Delta (B...+AY.+AY.) :  -Eta (B..) :  -Lota (B..) :  -Kappa (B...) :  https://t.co/qceYraiUX 
244;Netral;Pemkab Sidoarjo Cairkan Insentif Penggali Makam Covid- Rp   Miliar https://t.co/VCLdpR 
245;Positif;Pentadbiran Amerika Syarikat sahkan akan sumbang  juta dos vaksin COVID- Pfizer Biontech kpd Malaysia. Menurut pegawai Rumah Putih   sumbangan  juta vaksin itu akan tiba di Malaysia Isnin ini ( Julai). Presiden Jo Biden komited sumbang  juta dos vaksin ke seluruh dunia. https://t.co/urXAznFp 
246;Positif; Yang tidak percaya covid-  lebih baik bantu tenaga medis  supir ambulan  dan petugas gali kubur.. tenaga kalian lebih berguna dari pada kalian duduk  dan menyebar  katanya covid itu bla..bla..bla..  
247;Negatif;Pemerintah Abai   Pasien Covid- Meninggal Saat Isolasi Mandiri https://t.co/BbwwmdCE 
248;Negatif;Pemerintahan gagal  sikap plinplan dari awal covid   membuat huru-hara sampai sekarang  pemerintah sepertinya tak mampu mengatasi situasi ini  justru di perburuk oleh BuzzeRp yg makin merusak kehidupan  memframing seolah pemerintah sudah tepat dalam penanganan ayolah teng sadar 
249;Negatif;Di saat pemerintah sedang berkonsolidasi melawan pandemi covid-  mahasiswa semestinya bisa berperan aktif kepada pemerintah dalam mengkonsolidasikan perlawanan pandemi covid-  bukan malah memberi kritik tanpa solusi.     AwasBahayaVirusKadrun https://t.co/pXLdYlVpAM 
