tweetcreatedts,username,text,retweet_count,like
 2021-07-03 23:54:17,azwanyyyy,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15709,0
 2021-07-03 23:54:16,Humaspolsektas1,"Tetap Disiplin Protokol Kesehatan, Cegah Penyebaran Virus Covid 19.  #DivHumasPolri #PoldaKaltim #PolrestaSamarinda #PolsektaSungaiKunjang #AyoPakaiMasker #PatuhiProtokolKesehatan #CegahVirusCovid19 https://t.co/uittafeN6a",0,1
 2021-07-03 23:54:15,najihaazam1,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15709,0
 2021-07-03 23:54:15,SonoraFM92,"Eropa menghadapi gelombang baru infeksi Covid-19 dan WHO memperingatkan penggemar Euro 2020 bisa menjadi penyebar super varian baru ""Delta plus"". https://t.co/pKfjeT4wct  #BeritaSonora via @kompascom",1,2
 2021-07-03 23:54:14,rizal9973,"Bos tabung oksigen aja meninggal, apalagi yang bukan. https://t.co/T4L8kdvDMO",222,0
 2021-07-03 23:54:08,4riefbayu,Pemerintah Wakanda berusaha menanggulangi COVID-19 https://t.co/WaeL3zR3Tn,1482,0
 2021-07-03 23:54:05,IlhamAKS,"Oksigen di RSUP Sardjito Yogya Menipis, 35 Pasien Covid-19 Dikabarkan Meninggal https://t.co/HemVLkEaJB #TempoNasional",95,0
 2021-07-03 23:53:58,SonyTriYantoH1,"Kabar Baik!!  Penelitian terbaru menyatakan bahwa: - Air purifier portable HEPA filter menurunkan risiko paparan aerosol simulasi Covid-19 indoor hingga 65% -Kombinasi masker + HEPA filter menurunkan risiko hingga 90%  Air purifier HEPA filter + masker di ruang tertutup works! https://t.co/dUDX0pSaAt",5128,0
 2021-07-03 23:53:55,ARIFILIZER,Ada beberapa yang DM soal permenkes pemanfaatan obat tradisional. Ini lengkapnya :...... Sekali lagi ini bukan obat covid 19 loh ya. Semoga semuanya sehat. Tetap bermasker. Jaga kesehatan. Covid 19 itu nyata dan kita melawan dengan memanfaatkan yang ada untuk kesehatan kita. https://t.co/H6Gv4kr8WD,3,28
 2021-07-03 23:53:55,jsahmsofficial,"Ambil maklum makluman berhubung Covid Assessment Centre Kuala Lumpur &amp; Putrajaya bagi mereka yang positif Covid-19.   #kolomposihat #sihatmilikku #covidassessmentcentre #covid19  @JKWPKLP https://t.co/9lBTU39MB3",19,0
 2021-07-03 23:53:54,UdinKoswaraa,"Masyarakat kita tidak sabar, tidak mau antri. Terjadi kerumunan dan berdesakan berebut ingin divaksin covid 19 dengan cara melanggar Prokes ?",0,0
 2021-07-03 23:53:53,vera_sherly,@Lambe_Turah @DietSantuy @hansboling Kuncinya adalah mengonsumsi makanan sehat dan BERGIZI secara SEIMBANG dan BERAGAM untuk mendukung fungsi kekebalan tubuh yang optimal. Kenapa? Karena tidak ada satu jenis makanan pun yang dapat menghindarkan kita dari terpapar COVID-19 (The British Nutrition Foundation).,7,0
 2021-07-03 23:53:52,AberABERr,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15711,0
 2021-07-03 23:53:50,Darlinggnaa,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15711,0
 2021-07-03 23:53:50,albert_boruc97,"@BronxDeni @Harry_is_p @alextrisno @MsyTownsend @zoelfick Pemikiran bodoh, mending biaya daftar haju ente dan orang tua ente aj yg ditarik, alhamdulillah klo ga jadi berangkat.. Berarti panggilan Allah utk ibadah haji berlaku bagi org2 yg terpanggil  Jangan provokasi org lain, org lain mau ibadah karena seluruh dunia juga kena Covid-19",0,1
 2021-07-03 23:53:47,aienmohdrazali,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15711,0
 2021-07-03 23:53:46,ainmellxrx,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15711,0
 2021-07-03 23:53:45,sentotakur,Ternyata 1.309 Anak di Jakarta Positif Covid-19 di Hari Pertama PPKM Darurat https://t.co/dtBYK5XvVn #TempoMetro,19,0
 2021-07-03 23:53:40,Humaspolsektas1,"Ayo Pakai Masker, Serta Tetap Disiplin Protokol Kesehatan, Cegah Penyebaran Virus Covid 19.  #DivHumasPolri #PoldaKaltim #PolrestaSamarinda #PolsektaSungaiKunjang #AyoPakaiMasker #PatuhiProtokolKesehatan #CegahVirusCovid19 https://t.co/2AXsE1H7VN",0,1
 2021-07-03 23:53:40,PutraMerdeka9,"Ada Klinik Vaksinasi Covid-19 di Masjid-masjid Inggris   Persatuan Dokter Muslim Inggris telah mendirikan klinik-klinik vaksinasi di masjid-masjid, bahkan ada pula klinik vaksinasi khusus perempuan.  https://t.co/N1dkyJpD0M",10,0
 2021-07-03 23:53:39,Marantika_Id,Mau bikin utas ttg pentingnya vaksin covid-19 dilakukan.. ini berdasarkan pengalaman kedua org teman dekat ttg kondisi orgtua mreka msg2.. smoga membuka pikiran org lain bahwa vaksin itu perlu dan wajib..,84,0
 2021-07-03 23:53:38,gilding_,Vaksin Covid-19 tidak membuat anda kebal dari penularan Covid-19!!!,0,0
 2021-07-03 23:53:37,spaceydreammy,"Baru kali ini terjadi kematian di luar fasilitas kesehatan atau saat isolasi mandiri 😰🥀  Ini rilis kami, tercatat sedikitnya 265 orang meninggal dunia saat isolasi mandiri. Sedemikian lemahnya jaminan keselamatan rakyat Indonesia.  https://t.co/SREkQUZDRo",1464,0
 2021-07-03 23:53:28,BebekKuntien87,"Jangan Panik! Ini 5 Latihan Pernapasan Pasien Covid-19, Cocok untuk di Rumah Sakit atau Isoman https://t.co/njoS86b1bc https://t.co/dv3HHQUjlt",17,0
 2021-07-03 23:53:27,khikman17,Wisatawan yang akan berlibur ke Kota Yogyakarta diharuskan membawa surat keterangan bebas Covid-19 dan sudah divaksin Covid-19 https://t.co/q8zJhLIlIg,214,0
 2021-07-03 23:53:27,wak_udinn,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15711,0
 2021-07-03 23:53:21,soldieroffortu3,"Anggota Komisi XI DPR dari Fraksi Partai Demokrat Didi Irawadi menilai, Jka pemerintah terus memaksakan pemindahan ibu kota negara (IKN) baru di tengah lonjakkan kasus Covid-19. semakin menunjukkan bahwa pemerintah  tdk memiliki sikap empati kepd rakyatnya https://t.co/yeD0R9mUQB",12,0
 2021-07-03 23:53:17,nornadiafadil,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15711,0
 2021-07-03 23:53:10,DpcKediri,"Sholawatan yuk.. Ya Alloh selamatkan kami dari pandemi COVID-19 yang semakin parah ini, Ya Alloh sehatkanlah kami semua .. Aamiiin  Sholawat bersama gus Aldi lihat channel @youtube Gus Muhaimin https://t.co/8REXr1CgIV",3,0
 2021-07-03 23:53:08,fakhrul_akul,"USA hari ini telah membenarkan banyak sektor ekonomi dan sosial beroperasi secara normal. 1 tahun dulu mereka antara negara paling teruk dilanda Covid-19. Perubahan yang sangat drastik.   Tindakan rakyat USA menggugurkan  Donald Trump adalah tepat.",115,0
 2021-07-03 23:53:08,notedpak_,Berapa banyak yang sadar bahwa keterbatasan kemampuan negara melindungi rakyat dari pandemi covid-19 adalah akibat korupsi yang merajalela?,648,0
 2021-07-03 23:53:07,SumardiKarno1,"NAKES adalah GARDA TERDEPAN pejuang penanggulangan COVID-19 Jangan MENYERAH teruslah berjuang demi rakyat banyak. https://t.co/KIelC9RaR3",0,2
 2021-07-03 23:53:05,DafeeTravelGeek,"Negara yang paling terkesan di Asia Tenggara dan keempat jumlah populasi di dunia itu melaporkan 27,913 kes jangkitan baharu, pada Sabtu.  #AWANInews #AWANIpagi #HapusCOVID19  https://t.co/O28w0wnyRN",6,0
 2021-07-03 23:53:05,apasihih_,"Oksigen di RSUP Sardjito Yogya Menipis, 35 Pasien Covid-19 Dikabarkan Meninggal https://t.co/HemVLkEaJB #TempoNasional",95,0
 2021-07-03 23:53:01,yantogoenk12,"Kabar Baik!!  Penelitian terbaru menyatakan bahwa: - Air purifier portable HEPA filter menurunkan risiko paparan aerosol simulasi Covid-19 indoor hingga 65% -Kombinasi masker + HEPA filter menurunkan risiko hingga 90%  Air purifier HEPA filter + masker di ruang tertutup works! https://t.co/dUDX0pSaAt",5128,0
 2021-07-03 23:53:01,Vaztabiku,"Selamat berhari Minggu Semoga Covid 19 cepat berlalu",0,0
 2021-07-03 23:53:00,DSipir,RSUD dr Soetomo Benarkan Foto Jejeran Jenazah Covid-19 yang Ditutupi Lampin https://t.co/F88gaY5QhR https://t.co/NTyfRMihLz,15,0
 2021-07-03 23:52:55,anis_hafriza,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15711,0
 2021-07-03 23:52:54,ZackCharinder,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15711,0
 2021-07-03 23:52:54,mylwdy,"Baru kali ini terjadi kematian di luar fasilitas kesehatan atau saat isolasi mandiri 😰🥀  Ini rilis kami, tercatat sedikitnya 265 orang meninggal dunia saat isolasi mandiri. Sedemikian lemahnya jaminan keselamatan rakyat Indonesia.  https://t.co/SREkQUZDRo",1464,0
 2021-07-03 23:52:53,ekosis,"Baru kali ini terjadi kematian di luar fasilitas kesehatan atau saat isolasi mandiri 😰🥀  Ini rilis kami, tercatat sedikitnya 265 orang meninggal dunia saat isolasi mandiri. Sedemikian lemahnya jaminan keselamatan rakyat Indonesia.  https://t.co/SREkQUZDRo",1464,0
 2021-07-03 23:52:53,giebudiman,"Baru kali ini terjadi kematian di luar fasilitas kesehatan atau saat isolasi mandiri 😰🥀  Ini rilis kami, tercatat sedikitnya 265 orang meninggal dunia saat isolasi mandiri. Sedemikian lemahnya jaminan keselamatan rakyat Indonesia.  https://t.co/SREkQUZDRo",1464,0
 2021-07-03 23:52:52,paterahamijoh,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15711,0
 2021-07-03 23:52:47,IlhamAKS,"Tampaknya para #HamaDemokrasi terganggu dg dorongan #BongkarKorupsiBansos Covid-19 &amp; advokasi membela hak #75PegawaiKPK korban TWK.  Narasi mereka skrg: jangan ganggu pemerintah yg sdg tanggulangi pandemi.  Pdhal salah1 faktor pengganggu adalah Korupsi dlm Penanganan Covid-19.",845,0
 2021-07-03 23:52:47,yamindekan,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15711,0
 2021-07-03 23:52:43,IQRAWay,"Australia Akan Perlakukan COVID-19 Sama Seperti Flu   Australia akan melakukan empat tahap menuju kenormalan hidup, dalam menangani COVID-19 nantinya memperlakukan virus corona sama seperti perlakuan terhadap virus flu.  https://t.co/mDU7eM6FZE",5,0
 2021-07-03 23:52:41,amirkamikaze,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15711,0
 2021-07-03 23:52:39,Tenue_Denimes,"Fase pelonggaran; 1. Open lockdown 2. Masuk PSBB ketat 3. Sosialisasi protokol kesehatan 4. Tracing pasien (saran ubah alur diagnosis (+) covid-19. Pasien dengan gajala covid-19 dengan swab antigen (+) sudah masuk diagnosis. Tracing cluster; keluarga dan kantor) https://t.co/0SLQHaltWx",0,0
 2021-07-03 23:52:36,Tenue_Denimes,"Fase awal; 1. Lockdown 20 hari (Luar dan dalam negeri) 2. Treat (maksimalkan kapasitas penunjang, SDM, sampe fasilitasnya untuk menangani pasien covid-19 &amp; penyakit lain di RS &amp; PKM) 3. Vaksinasi dtng ke rumah, batalkan semua jenis vaksin massal/kerumunan &gt; 4 orang",0,0
 2021-07-03 23:52:36,Amel_bgr,"Kabar duka kembali datang di tengah lonjakan kasus Covid-19. Ketua Bidang Maritim DPP Partai Nasdem Emmy Hafild meninggal dunia, pada Sabtu (3/7/2021) malam. #EmmyHafid   https://t.co/cY3PB96p9A",1,0
 2021-07-03 23:52:36,PriyoBudiS,"Australia Akan Perlakukan COVID-19 Sama Seperti Flu   Australia akan melakukan empat tahap menuju kenormalan hidup, dalam menangani COVID-19 nantinya memperlakukan virus corona sama seperti perlakuan terhadap virus flu.  https://t.co/mDU7eM6FZE",5,0
 2021-07-03 23:52:35,izzainicomel,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15711,0
 2021-07-03 23:52:31,sokongPalestine,"@SyedSaddiq 1. Double Standard.  2. Banyak idea bodoh.  3. Tak serius menangani kes COVID-19 dan terus bebankan frontliner. 4. SOP cacamarba.  5. Tak sensitif, pekak, buta dan lambat peka ttg kesusahan rakyat 6. Terlampau bermain politik dan gila kuasa. 7. Memperbodohkan rakyat.",1002,0
 2021-07-03 23:52:28,izzatakpuashati,"@SyedSaddiq 1. Double Standard.  2. Banyak idea bodoh.  3. Tak serius menangani kes COVID-19 dan terus bebankan frontliner. 4. SOP cacamarba.  5. Tak sensitif, pekak, buta dan lambat peka ttg kesusahan rakyat 6. Terlampau bermain politik dan gila kuasa. 7. Memperbodohkan rakyat.",1002,0
 2021-07-03 23:52:27,AlwaysB79,"Saya baru pulih dari Covid 19 1. Panas badan 2. Dingin ga bisa kena air 3. Hilang penciuman 4. Hilang rasa lidah 5. Pilek batuk.. 6. Otot kaku ngrentek 7. Lemes banget muales pol 8. Kepala nyutnyutan",202,0
 2021-07-03 23:52:26,aihaibaraq,"Bos tabung oksigen aja meninggal, apalagi yang bukan. https://t.co/T4L8kdvDMO",222,0
 2021-07-03 23:52:24,siiemak,"Gue curiga konspirasi terkait Covid-19 seperti ""dicovidkan"", ""ambulance untuk menakut-nakuti"" dan ""Covid gak bahaya"" itu cuma defense mechanism dari orang-orang yang ketakutan.",864,0
 2021-07-03 23:52:19,MajalahZamane,"Australia Akan Perlakukan COVID-19 Sama Seperti Flu   Australia akan melakukan empat tahap menuju kenormalan hidup, dalam menangani COVID-19 nantinya memperlakukan virus corona sama seperti perlakuan terhadap virus flu.  https://t.co/mDU7eM6FZE",5,4
 2021-07-03 23:52:17,subisaja,"Covid-19 &amp; Orang Terkaya Indonesia  Anda semua orang terkaya telah memperoleh keuntungan ratusan sd ribuan milyar rupiah dari negeri ini.  Mohon Anda tunjukkan kepedulian ke negara &amp; rakyat: masing-2 Anda membeli 1 juta vaksin Pfizer/Moderna u/disuntikkan ke rakyat scr gratis. 🙏 https://t.co/mhaD5lpdIO",394,0
 2021-07-03 23:51:58,dzuls_,"Halo Sahabat Lingkungan,   Untuk menekan jumlah kasus Covid-19, mari kita lakukan penanganan limbah medis dari sumber.   Untuk keterangan lebih jelas bisa lihat infografis di atas yah!   Yuk kita bersama-sama bijak dalam mengelola sampah limbah medis dari rumah.  @dkijakarta https://t.co/VhcshtQryE",15,0
 2021-07-03 23:51:55,detikcom,Jam malam diberlakukan di Kabupaten Sidoarjo. Satgas COVID-19 Sidoarjo melakukan penyekatan di beberapa titik menuju kota. https://t.co/WYeh4O0DfN,4,3
 2021-07-03 23:51:54,saygusbay,"Rumah Sakit Umum Pemerintah (RSUP) Dr Sardjito DI Yogyakarta dikabarkan kehabisan oksigen medis. Akibatnya, enam pasien Covid-19 meninggal dunia. https://t.co/nHYwtJ3sAK",42,0
 2021-07-03 23:51:53,fadzhans,"KKM sendiri akui 80% kluster di Selangor adalah berpunca dari kilang.  Macam mana pulak Azmin kata kilang bukan punca utama kes Covid-19 tinggi? https://t.co/9OZ0PuiLyd",21763,0
 2021-07-03 23:51:51,aienn_97,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15711,0
 2021-07-03 23:51:45,bilaprameswari,"Kabar Baik!!  Penelitian terbaru menyatakan bahwa: - Air purifier portable HEPA filter menurunkan risiko paparan aerosol simulasi Covid-19 indoor hingga 65% -Kombinasi masker + HEPA filter menurunkan risiko hingga 90%  Air purifier HEPA filter + masker di ruang tertutup works! https://t.co/dUDX0pSaAt",5128,0
 2021-07-03 23:51:45,donakuswoyo,"Baru kali ini terjadi kematian di luar fasilitas kesehatan atau saat isolasi mandiri 😰🥀  Ini rilis kami, tercatat sedikitnya 265 orang meninggal dunia saat isolasi mandiri. Sedemikian lemahnya jaminan keselamatan rakyat Indonesia.  https://t.co/SREkQUZDRo",1464,0
 2021-07-03 23:51:45,rrraaihan,"Baru kali ini terjadi kematian di luar fasilitas kesehatan atau saat isolasi mandiri 😰🥀  Ini rilis kami, tercatat sedikitnya 265 orang meninggal dunia saat isolasi mandiri. Sedemikian lemahnya jaminan keselamatan rakyat Indonesia.  https://t.co/SREkQUZDRo",1464,0
 2021-07-03 23:51:44,MaulanaHyd,"Tak Mau Terlantarkan Pasien Covid-19, Anies Ubah JIExpo Jadi Tempat Isolasi https://t.co/0tFAsXOqk0",587,0
 2021-07-03 23:51:38,depressopills,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15712,0
 2021-07-03 23:51:26,ainna_samad,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15712,0
 2021-07-03 23:51:26,M10syauqi,"Baru kali ini terjadi kematian di luar fasilitas kesehatan atau saat isolasi mandiri 😰🥀  Ini rilis kami, tercatat sedikitnya 265 orang meninggal dunia saat isolasi mandiri. Sedemikian lemahnya jaminan keselamatan rakyat Indonesia.  https://t.co/SREkQUZDRo",1464,0
 2021-07-03 23:51:26,peachachuu,"Kabar Baik!!  Penelitian terbaru menyatakan bahwa: - Air purifier portable HEPA filter menurunkan risiko paparan aerosol simulasi Covid-19 indoor hingga 65% -Kombinasi masker + HEPA filter menurunkan risiko hingga 90%  Air purifier HEPA filter + masker di ruang tertutup works! https://t.co/dUDX0pSaAt",5128,0
 2021-07-03 23:51:23,flamingcaramel,"Ketika rakyat bertungkus lumus mencari nafkah hidup, episod perebutan kuasa pula sedang rancak berlangsung. #sinarharian  https://t.co/WSgFKd4G0h",9,0
 2021-07-03 23:51:20,fasharidza,"Nilai tersebut meningkat selama lebih tujuh hari berturut-turut sejak 25 Jun lalu.  #AWANInews #AWANIpagi #HapusCOVID19  https://t.co/L4VVRKj3jN",11,0
 2021-07-03 23:51:17,Kabayantmungku1,"JOKOWI sering buat KERUMUNAN dimana mana DI NTT bahkan 2 kali   Tpi dia masih segar bugar tidak ada berita tidak pernah dengar DIA terkena covid 19   SAKTI juga ya DIA 😂 Harusnya JOKOWI kasih RESEP gimana caranya bisa BERKERUMUN tanpa terkena UU PROKES dan terkena COVID 19  😂🤣",65,0
 2021-07-03 23:51:14,AltuntangH,"bagi para DOKTER, TENAGA MEDIS yang sedang berjuang menghadapi covid-19..  dan juga bagi kita semua yang sehat, sakit, atau sedang isoman..  bacalah yang diajarkan Nabi shollallahu 'alayhi wa sallam berikut ini, berulang-ulang hingga hati tenteram in-syaa Allah..  #PPKMDarurat https://t.co/2SYIXGPL4O",19,0
 2021-07-03 23:51:12,HenryJ4ck,"Selamat jalan, maestro. Covid-19 merenggut sang dalang, Ki Manteb Soedharsono, saat isoman, tidak kebagian kamar di RS. https://t.co/03ke2idZKq",6097,0
 2021-07-03 23:51:11,bellaiscrying,"@SyedSaddiq 1. Double Standard.  2. Banyak idea bodoh.  3. Tak serius menangani kes COVID-19 dan terus bebankan frontliner. 4. SOP cacamarba.  5. Tak sensitif, pekak, buta dan lambat peka ttg kesusahan rakyat 6. Terlampau bermain politik dan gila kuasa. 7. Memperbodohkan rakyat.",1002,0
 2021-07-03 23:51:08,YBPoer,"Kabar Baik!!  Penelitian terbaru menyatakan bahwa: - Air purifier portable HEPA filter menurunkan risiko paparan aerosol simulasi Covid-19 indoor hingga 65% -Kombinasi masker + HEPA filter menurunkan risiko hingga 90%  Air purifier HEPA filter + masker di ruang tertutup works! https://t.co/dUDX0pSaAt",5128,0
 2021-07-03 23:51:08,TikaSanah,"Pro Kontra Ivermectin Obati Covid-19, Ini Kata Perusahaan Farmasi Pembuatnya - Tempo https://t.co/f0wIBqAxJD https://t.co/4W547TCkPX",0,0
 2021-07-03 23:51:07,apt_for,Masa Kritis Pandemi Covid-19 Diprediksi Terjadi hingga September https://t.co/EYjsLu5Io9 https://t.co/S7Ka7L5qzK,0,0
 2021-07-03 23:51:07,niklodeon_,"@SyedSaddiq 1. Double Standard.  2. Banyak idea bodoh.  3. Tak serius menangani kes COVID-19 dan terus bebankan frontliner. 4. SOP cacamarba.  5. Tak sensitif, pekak, buta dan lambat peka ttg kesusahan rakyat 6. Terlampau bermain politik dan gila kuasa. 7. Memperbodohkan rakyat.",1002,0
 2021-07-03 23:51:07,deddykarim,Mau bikin utas ttg pentingnya vaksin covid-19 dilakukan.. ini berdasarkan pengalaman kedua org teman dekat ttg kondisi orgtua mreka msg2.. smoga membuka pikiran org lain bahwa vaksin itu perlu dan wajib..,84,0
